sintoma,texto,deficiencia de nutrientes,disponible en ingredientes,source
dolor articular,el dolor articular empeora con el frio,omega-3; vitamina d,"salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones",original
dolor articular,estos dias el dolor articular empeora con el frio y no se por que,omega-3; vitamina d,"salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones",parafraseado
dolor articular,desde hace semanas el dolor articular empeora con el frio,omega-3; vitamina d,"salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones",parafraseado
dolor articular,estos dias el dolor articular empeora con el frio,omega-3; vitamina d,"salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones",parafraseado
calambres menstruales,tengo colicos fuertes con la regla,magnesio; vitamina b6,"aguacate, platano, patata, champinones, brocoli, carne pollo, carne pavo, carne cerdo, carne vacuno, salmon, merluza, lubina, yogur, leche",original
calambres menstruales,desde hace semanas tengo colicos fuertes con la regla y cada vez mas frecuente,magnesio; vitamina b6,"aguacate, platano, patata, champinones, brocoli, carne pollo, carne pavo, carne cerdo, carne vacuno, salmon, merluza, lubina, yogur, leche",parafraseado
calambres menstruales,ultimamente tengo colicos fuertes con la regla,magnesio; vitamina b6,"aguacate, platano, patata, champinones, brocoli, carne pollo, carne pavo, carne cerdo, carne vacuno, salmon, merluza, lubina, yogur, leche",parafraseado
calambres menstruales,estos dias tengo colicos fuertes con la regla y cada vez mas frecuente,magnesio; vitamina b6,"aguacate, platano, patata, champinones, brocoli, carne pollo, carne pavo, carne cerdo, carne vacuno, salmon, merluza, lubina, yogur, leche",parafraseado
calambres menstruales,me dan calambres durante la menstruacion,magnesio; vitamina b6,"aguacate, platano, patata, champinones, brocoli, carne pollo, carne pavo, carne cerdo, carne vacuno, salmon, merluza, lubina, yogur, leche",original
calambres menstruales,estos dias me dan espasmos durante la menstruacion,magnesio; vitamina b6,"aguacate, platano, patata, champinones, brocoli, carne pollo, carne pavo, carne cerdo, carne vacuno, salmon, merluza, lubina, yogur, leche",parafraseado
calambres menstruales,por las mananas me dan tirones musculares durante la menstruacion y va a peor,magnesio; vitamina b6,"aguacate, platano, patata, champinones, brocoli, carne pollo, carne pavo, carne cerdo, carne vacuno, salmon, merluza, lubina, yogur, leche",parafraseado
calambres menstruales,por las mananas me dan espasmos durante la menstruacion y no se por que,magnesio; vitamina b6,"aguacate, platano, patata, champinones, brocoli, carne pollo, carne pavo, carne cerdo, carne vacuno, salmon, merluza, lubina, yogur, leche",parafraseado
calambres menstruales,siento dolor bajo vientre en esos dias,magnesio; vitamina b6,"aguacate, platano, patata, champinones, brocoli, carne pollo, carne pavo, carne cerdo, carne vacuno, salmon, merluza, lubina, yogur, leche",original
calambres menstruales,siento dolor bajo vientre en esos dias y no se por que,magnesio; vitamina b6,"aguacate, platano, patata, champinones, brocoli, carne pollo, carne pavo, carne cerdo, carne vacuno, salmon, merluza, lubina, yogur, leche",parafraseado
calambres menstruales,ultimamente siento dolor bajo vientre en esos dias,magnesio; vitamina b6,"aguacate, platano, patata, champinones, brocoli, carne pollo, carne pavo, carne cerdo, carne vacuno, salmon, merluza, lubina, yogur, leche",parafraseado
calambres menstruales,ultimamente siento dolor bajo vientre en esos dias y no se por que,magnesio; vitamina b6,"aguacate, platano, patata, champinones, brocoli, carne pollo, carne pavo, carne cerdo, carne vacuno, salmon, merluza, lubina, yogur, leche",parafraseado
calambres menstruales,la regla me deja doblada del dolor,magnesio; vitamina b6,"aguacate, platano, patata, champinones, brocoli, carne pollo, carne pavo, carne cerdo, carne vacuno, salmon, merluza, lubina, yogur, leche",original
calambres menstruales,desde hace semanas la regla me deja doblada del dolor y va a peor,magnesio; vitamina b6,"aguacate, platano, patata, champinones, brocoli, carne pollo, carne pavo, carne cerdo, carne vacuno, salmon, merluza, lubina, yogur, leche",parafraseado
calambres menstruales,desde hace semanas la regla me deja doblada del dolor,magnesio; vitamina b6,"aguacate, platano, patata, champinones, brocoli, carne pollo, carne pavo, carne cerdo, carne vacuno, salmon, merluza, lubina, yogur, leche",parafraseado
calambres menstruales,la regla me deja doblada del dolor y va a peor,magnesio; vitamina b6,"aguacate, platano, patata, champinones, brocoli, carne pollo, carne pavo, carne cerdo, carne vacuno, salmon, merluza, lubina, yogur, leche",parafraseado
calambres menstruales,tengo espasmos uterinos intensos,magnesio; vitamina b6,"aguacate, platano, patata, champinones, brocoli, carne pollo, carne pavo, carne cerdo, carne vacuno, salmon, merluza, lubina, yogur, leche",original
calambres menstruales,ultimamente tengo espasmos uterinos intensos,magnesio; vitamina b6,"aguacate, platano, patata, champinones, brocoli, carne pollo, carne pavo, carne cerdo, carne vacuno, salmon, merluza, lubina, yogur, leche",parafraseado
calambres menstruales,ultimamente tengo espasmos uterinos intensos y me preocupa,magnesio; vitamina b6,"aguacate, platano, patata, champinones, brocoli, carne pollo, carne pavo, carne cerdo, carne vacuno, salmon, merluza, lubina, yogur, leche",parafraseado
calambres menstruales,por las mananas tengo espasmos uterinos intensos y cada vez mas frecuente,magnesio; vitamina b6,"aguacate, platano, patata, champinones, brocoli, carne pollo, carne pavo, carne cerdo, carne vacuno, salmon, merluza, lubina, yogur, leche",parafraseado
piernas inquietas,siento necesidad de mover las piernas,hierro; magnesio,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, brocoli, coliflor, champinones, aguacate, platano, patata, yogur, leche",original
piernas inquietas,de un tiempo a esta parte siento necesidad de mover las piernas,hierro; magnesio,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, brocoli, coliflor, champinones, aguacate, platano, patata, yogur, leche",parafraseado
piernas inquietas,siento necesidad de mover las piernas y me preocupa,hierro; magnesio,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, brocoli, coliflor, champinones, aguacate, platano, patata, yogur, leche",parafraseado
piernas inquietas,siento necesidad de mover las piernas y va a peor,hierro; magnesio,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, brocoli, coliflor, champinones, aguacate, platano, patata, yogur, leche",parafraseado
piernas inquietas,por la noche no puedo dejar quietas las piernas,hierro; magnesio,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, brocoli, coliflor, champinones, aguacate, platano, patata, yogur, leche",original
piernas inquietas,estos dias por la noche no puedo dejar quietas las piernas,hierro; magnesio,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, brocoli, coliflor, champinones, aguacate, platano, patata, yogur, leche",parafraseado
piernas inquietas,por las mananas por la noche no puedo dejar quietas las piernas y me pasa a menudo,hierro; magnesio,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, brocoli, coliflor, champinones, aguacate, platano, patata, yogur, leche",parafraseado
piernas inquietas,desde hace semanas por la noche no puedo dejar quietas las piernas y va a peor,hierro; magnesio,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, brocoli, coliflor, champinones, aguacate, platano, patata, yogur, leche",parafraseado
piernas inquietas,tengo sensacion de intranquilidad en las piernas,hierro; magnesio,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, brocoli, coliflor, champinones, aguacate, platano, patata, yogur, leche",original
piernas inquietas,desde hace semanas tengo sensacion de intranquilidad en las piernas y cada vez mas frecuente,hierro; magnesio,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, brocoli, coliflor, champinones, aguacate, platano, patata, yogur, leche",parafraseado
piernas inquietas,tengo sensacion de intranquilidad en las piernas y no se por que,hierro; magnesio,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, brocoli, coliflor, champinones, aguacate, platano, patata, yogur, leche",parafraseado
piernas inquietas,de un tiempo a esta parte tengo sensacion de intranquilidad en las piernas y me pasa a menudo,hierro; magnesio,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, brocoli, coliflor, champinones, aguacate, platano, patata, yogur, leche",parafraseado
piernas inquietas,no consigo relajar las piernas al dormir,hierro; magnesio,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, brocoli, coliflor, champinones, aguacate, platano, patata, yogur, leche",original
piernas inquietas,no consigo relajar las piernas al dormir y va a peor,hierro; magnesio,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, brocoli, coliflor, champinones, aguacate, platano, patata, yogur, leche",parafraseado
piernas inquietas,no consigo relajar las piernas al dormir y me preocupa,hierro; magnesio,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, brocoli, coliflor, champinones, aguacate, platano, patata, yogur, leche",parafraseado
piernas inquietas,por las mananas no consigo relajar las piernas al dormir y cada vez mas frecuente,hierro; magnesio,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, brocoli, coliflor, champinones, aguacate, platano, patata, yogur, leche",parafraseado
piernas inquietas,tengo impulsos de mover las piernas constantemente,hierro; magnesio,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, brocoli, coliflor, champinones, aguacate, platano, patata, yogur, leche",original
piernas inquietas,ultimamente tengo impulsos de mover las piernas constantemente y me preocupa,hierro; magnesio,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, brocoli, coliflor, champinones, aguacate, platano, patata, yogur, leche",parafraseado
piernas inquietas,por las mananas tengo impulsos de mover las piernas constantemente,hierro; magnesio,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, brocoli, coliflor, champinones, aguacate, platano, patata, yogur, leche",parafraseado
piernas inquietas,por las mananas tengo impulsos de mover las piernas constantemente y me pasa a menudo,hierro; magnesio,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, brocoli, coliflor, champinones, aguacate, platano, patata, yogur, leche",parafraseado
llagas en la boca,me salen aftas en la boca,folato; vitamina b12; hierro,"lechuga/endivia, aguacate, brocoli, coliflor, tomate, limon, carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso, champinones",original
llagas en la boca,estos dias me salen aftas en la boca y me pasa a menudo,folato; vitamina b12; hierro,"lechuga/endivia, aguacate, brocoli, coliflor, tomate, limon, carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso, champinones",parafraseado
llagas en la boca,ultimamente me salen aftas en la boca,folato; vitamina b12; hierro,"lechuga/endivia, aguacate, brocoli, coliflor, tomate, limon, carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso, champinones",parafraseado
llagas en la boca,de un tiempo a esta parte me salen aftas en la boca y cada vez mas frecuente,folato; vitamina b12; hierro,"lechuga/endivia, aguacate, brocoli, coliflor, tomate, limon, carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso, champinones",parafraseado
llagas en la boca,tengo ulceras orales dolorosas,folato; vitamina b12; hierro,"lechuga/endivia, aguacate, brocoli, coliflor, tomate, limon, carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso, champinones",original
llagas en la boca,tengo ulceras orales dolorosas y me preocupa,folato; vitamina b12; hierro,"lechuga/endivia, aguacate, brocoli, coliflor, tomate, limon, carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso, champinones",parafraseado
llagas en la boca,de un tiempo a esta parte tengo ulceras orales dolorosas y me preocupa,folato; vitamina b12; hierro,"lechuga/endivia, aguacate, brocoli, coliflor, tomate, limon, carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso, champinones",parafraseado
llagas en la boca,desde hace semanas tengo ulceras orales dolorosas y va a peor,folato; vitamina b12; hierro,"lechuga/endivia, aguacate, brocoli, coliflor, tomate, limon, carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso, champinones",parafraseado
